Observation Year,Standard Week,Pest Value,MaxT,MinT,RH1(%),RH2(%),RF(mm),WS(kmph),SSH(hrs),EVP(mm),PEST NAME,Location
2007,6,198,29.9,16.5,92.9,42.1,0,3.1,9.1,3.2,LeafFolder,Cuttack
2001,19,0,41.5,25.7,59.6,25.3,1,9.9,10.1,12.1,Brownplanthopper,Ludhiana
1996,46,0,30.4,16.2,76.7,49,0,1.7,9.4,3.6,Brownplanthopper,Rajendranagar
1992,48,13,28,13,80.9,34.4,0,2.1,9.9,3.9,Yellowstemborer,Rajendranagar
2003,25,20,35.1,26.6,87.7,78.9,1.2,10.4,4.5,5.9,Brownplanthopper,Maruteru
2001,33,2,29.1,23.9,86.4,73.6,0,9,0.9,3.6,Yellowstemborer,Maruteru
1995,9,0,34.8,18.1,74.3,25.7,0,3.2,10.6,5.8,LeafBlast,Rajendranagar
2001,41,163,29.8,22.2,92.3,58,27.4,1.6,4.7,2.1,Yellowstemborer,Rajendranagar
1995,25,233,33.6,24.7,88.7,67,24,6.4,4.6,27.5,Yellowstemborer,Maruteru
1998,24,0,35,24.6,80.3,55.9,10.4,7.3,7.4,8.6,Greenleafhopper,Rajendranagar
1995,21,10,37.9,25.2,64.7,36,80.2,3.6,8.7,7.2,Greenleafhopper,Rajendranagar
1995,42,3960,39.1,22.2,90.9,74,93,1.8,4.5,19.5,Miridbug,Maruteru
1961,44,197,30.7,23.5,85.7,70,0,3.7,6.9,2.6,Gallmidge,Cuttack
2000,5,0,29,11.6,84.6,33.7,0,3,9.3,4,Miridbug,Raipur
2000,23,4312,31.7,24,88.1,80.6,0,6.1,5,6,Brownplanthopper,Maruteru
2011,7,0,19.7,10.7,92,74.1,35.6,0,4,0,Brownplanthopper,Ludhiana
2011,6,3,30,19.1,91.7,44.4,0,0,7.4,0,Caseworm,Maruteru
1999,47,1211,29.5,20,96,64.4,0,3.3,6.6,3,Greenleafhopper,Maruteru
1998,17,0,28.1,16.7,55.9,45.9,17,5.4,9.2,5.5,LeafBlast,Palampur
2001,44,40.02,30.1,21.8,89.7,55,13.2,4.2,7.5,3.2,Gallmidge,Cuttack
2004,36,5,29.6,25.9,92,79.9,44.6,2.8,1.7,3.5,LeafFolder,Maruteru
2000,7,0,18.7,6.5,96.3,50.7,5.4,2.9,7.4,1.9,Yellowstemborer,Ludhiana
1996,8,42,30.4,18.4,91.9,62,0,1.6,8.8,22.2,Greenleafhopper,Maruteru
2001,51,8,26.5,17.9,85.6,67.1,0,6.1,3.9,2.9,Miridbug,Maruteru
2001,46,0,22.6,10.2,40.7,37.4,9,4.2,7.2,3.7,NeckBlast,Palampur
1991,28,1,29.1,22.3,85.9,54,129.8,15.4,3.6,3.3,Yellowstemborer,Rajendranagar
1996,1,0,28.5,15.2,91.4,45.3,0,2,8.8,3,Yellowstemborer,Cuttack
2007,22,0,38.7,23.8,53.6,26.3,0,5.4,12.1,9.9,Caseworm,Ludhiana
2009,41,152,31.7,25.4,88,59,0,1.7,5.2,2.7,ZigZagleafhopper,Maruteru
2000,42,204,31.6,21.1,86.3,49.1,12.8,1.9,6,3.4,Yellowstemborer,Rajendranagar
1990,42,0,30.1,16.2,79.7,26.7,0,3,10.2,5.4,LeafBlast,Rajendranagar
2009,10,0,37.2,18.8,57.6,17.7,0,3.5,7,6.8,Greenleafhopper,Raipur
1994,47,0,28.3,12.7,75,45.4,0,3.1,9.2,2.8,Yellowstemborer,Rajendranagar
2002,21,0,38.3,26.7,89.6,53.9,2,8.5,9.5,7.1,Gallmidge,Cuttack
2009,42,180,32.6,18.7,85.6,39,0,1.6,8.7,8.1,Miridbug,Rajendranagar
2011,16,0,32.4,16.7,74.4,38.6,22.1,0,9.2,0,Whitebackedplanthopper,Ludhiana
1997,51,0,16.9,4.9,61.6,47,0,3.9,8.7,1.2,LeafBlast,Palampur
2002,52,20,29,18.8,95,59.8,0,2.7,5.9,2.2,Gallmidge,Maruteru
2007,9,2671,27.9,21.3,86,58,0,5.6,8,3.4,Greenleafhopper,Maruteru
2000,33,10,29.9,24.2,90,80.3,26.6,8.5,2.4,3.1,Greenleafhopper,Raipur
1996,1,0,28.2,30.2,94.9,81.9,0,3.7,4.7,3.4,Miridbug,Maruteru
1986,12,0,16.2,6.5,51.3,44.7,21.6,4.7,5.6,3,LeafBlast,Palampur
1999,5,9,28.4,18.3,88,68.4,0,2.5,8.3,2.7,Gallmidge,Maruteru
2008,16,10,32.6,24.3,87.1,32.7,0,5.1,9,4.8,LeafFolder,Maruteru
1995,38,31.4,27.1,17.9,65.1,67.7,0,4.3,9.6,3,LeafBlast,Palampur
2007,39,4225,30.4,22.9,87.9,64.6,23.3,7,5.6,6,Brownplanthopper,Rajendranagar
1999,46,17,29.4,17.8,84.7,59.4,0,3.1,8.5,2.6,LeafFolder,Maruteru
2001,49,0,29.7,10.3,88.6,24.1,0,1.5,8.7,3.1,Gallmidge,Raipur
2000,46,0,30,18,93.9,45,0,1.4,9.1,2.8,Yellowstemborer,Cuttack
1988,29,0,28.6,22.6,94.1,72.4,81.3,15.1,3,3.4,LeafBlast,Rajendranagar
2009,30,224,32.1,26.9,91.7,75.1,2,1.7,5.5,4.1,ZigZagleafhopper,Maruteru
1999,30,30,33.4,26.3,91.7,68.7,18.2,5.8,8.1,5.1,Yellowstemborer,Ludhiana
2007,8,87,26.6,19.6,86.7,53.1,0,6.4,9.9,3.2,Caseworm,Maruteru
1994,1,0,27.2,18.6,90,69,1.5,2,6.8,19.1,Brownplanthopper,Maruteru
2007,33,0,29.4,24.8,90.6,72.9,4.6,10.5,1.6,3.2,LeafFolder,Raipur
1996,34,1434,29.3,21.9,88.9,69.1,79.2,2.7,3.1,3.2,Gallmidge,Rajendranagar
1999,52,1,27.3,18.4,91.9,69.6,0,4.8,6.7,2.6,LeafFolder,Maruteru
2010,26,242,33.6,26.9,81.9,49.1,3.8,1.9,3.2,5.5,Yellowstemborer,Maruteru
1997,49,0,27.4,20.7,90.5,67,47.6,1.8,4.8,19.1,Yellowstemborer,Maruteru
1984,2,0,24.4,11.7,62.3,48.3,0,5.3,10,3.6,LeafBlast,Palampur
1996,25,0,32.4,23.8,91.3,67,80,6.4,6.2,37,LeafFolder,Maruteru
2011,41,335,32,21.1,91,64.4,28.5,0,0,0,Brownplanthopper,Rajendranagar
1996,4,104,29.1,18.4,92,70,0,2,8.1,17.1,Gallmidge,Maruteru
2002,46,0,29.9,20.2,90.9,57.1,0,2.8,8.2,2.8,Gallmidge,Maruteru
2001,25,0,34.3,25.4,81.7,60.6,72.2,4.9,6.9,6.4,Whitebackedplanthopper,Ludhiana
1990,18,0,37.5,24,59.1,17.7,13.8,5.6,9.2,6.9,LeafBlast,Rajendranagar
1992,14,0,22.9,12,48.7,39.4,1.5,6,7.2,4.1,LeafBlast,Palampur
2009,27,0,32.8,23.5,81,61,27.2,11.7,4.1,6.8,Yellowstemborer,Rajendranagar
2003,7,10,29.6,20.2,92,65.9,0,2.8,7.3,3.2,Gallmidge,Maruteru
2009,28,0,30.6,23.5,81.1,64.1,6.4,16.1,2.4,6.9,Brownplanthopper,Rajendranagar
1993,36,20.5,24,18,86.1,70.9,82.5,3.7,3.8,2.6,LeafBlast,Palampur
2008,17,0,33.1,23.9,91.7,31.4,0,5.3,7.1,5,Caseworm,Maruteru
2011,3,40,28.9,18.3,82.3,44.3,0,0,7.7,0,Greenleafhopper,Maruteru
1990,17,0,28.9,17.4,28.7,24.3,0,8.3,8.2,7.2,LeafBlast,Palampur
1997,33,1207,32.6,25,93.6,72,29.8,6,5.7,35.3,Brownplanthopper,Maruteru
2000,26,0,27.4,19.3,85.7,77.1,185.8,3.6,4,4,LeafBlast,Palampur
2008,5,66,27.1,21.3,91.3,68.6,0.6,3,6.1,2.8,Gallmidge,Maruteru
1993,23,7,38.5,26.6,62.6,27.6,0,5.6,10.6,5.5,Brownplanthopper,Rajendranagar
1994,10,160,36.2,19.3,66.1,22.9,0,4.1,11.2,3.7,Yellowstemborer,Rajendranagar
2008,14,79,32,21.9,83.1,45.9,0,5.6,8.8,4.4,Gallmidge,Maruteru
2008,40,5,31.6,23.6,91.7,82,7.5,1.8,6.1,2.9,Miridbug,Maruteru
1997,14,1076,32.4,20.9,85.6,58,12,2.1,8.1,30.7,Whitebackedplanthopper,Maruteru
2009,13,0,28.3,14.1,91.9,49.3,4.4,3.9,7.5,3.9,Yellowstemborer,Ludhiana
1999,24,0,37.7,27.3,72.4,44.1,11.6,5.6,11.4,9.1,Yellowstemborer,Ludhiana
2001,46,56,30.4,21.1,86.4,68.7,0,3.7,6.8,2.6,LeafFolder,Maruteru
2004,19,2522,32.2,25.4,92.3,66.6,7.6,4.8,9.5,3.9,Yellowstemborer,Maruteru
2002,18,16271,34.7,24,85,58,0,4.1,9.3,5.5,Yellowstemborer,Maruteru
2008,16,61,37.9,22.3,66.3,36.9,0,3.3,10.2,6.6,Gallmidge,Rajendranagar
2008,17,59,38.4,22.1,65.7,31.6,0,3.4,10,6.4,Gallmidge,Rajendranagar
2010,8,0,31.4,23,89,53.3,16.6,6.4,7.7,3.2,Caseworm,Maruteru
2010,33,4,30.4,25.1,82.3,51.9,78.2,1.9,3.3,4,LeafFolder,Maruteru
2008,28,0,33.9,25,74.1,42.7,4.1,12.6,5.9,7.2,Caseworm,Rajendranagar
2005,44,136,27.9,23.4,94.4,84.7,147.6,1.5,3.1,2.4,Caseworm,Maruteru
2011,34,12,32.9,26.2,93.6,70.9,4,0,5.9,0,LeafFolder,Ludhiana
2007,44,18,30.8,12.7,91.3,25,0,2.2,7.2,3,Caseworm,Ludhiana
1997,46,644,29.8,21.5,91.5,62,18,1.6,4.4,22.2,Miridbug,Maruteru
2010,31,51,29.9,24.9,87.7,60.3,20.8,2.1,1.9,4,Greenleafhopper,Maruteru
2011,31,0,34.6,26.8,90.6,64.1,27.1,0,7.1,0,Gallmidge,Ludhiana
1999,15,2040,40.7,24.3,53.6,15.1,0,3.3,9.9,8.6,Greenleafhopper,Rajendranagar
2004,42,3868,29.6,22.4,87.6,74.6,4.2,3.1,7.7,3.1,Whitebackedplanthopper,Maruteru
2010,26,0,33.6,26.9,81.9,49.1,3.8,2,3.2,5.5,Caseworm,Maruteru
2008,42,972,32,19.8,87.9,38.7,0,2.7,8.5,4.4,Whitebackedplanthopper,Raipur
1988,29,0,25.2,20,87.4,84.4,216,4.6,2.3,1.2,LeafBlast,Palampur
2000,29,0,27.8,23.6,91.9,81.1,110.9,12.8,2.3,3.1,Miridbug,Raipur
1993,19,0,41.5,26.7,53.1,20.3,0,6.2,11.3,6.8,Yellowstemborer,Rajendranagar
2009,33,0,32.3,26.7,85.9,69,27,1.9,4.3,4,Whitebackedplanthopper,Maruteru
1999,9,335,31.9,19.1,91.6,73,0,2.2,8.9,3.3,Greenleafhopper,Maruteru
2000,3,4,29.5,12.5,84.4,46.9,0,3.2,8.4,3.9,Caseworm,Raipur
2007,8,0,30.4,13,81.1,21.3,0,2.9,10.2,4.9,LeafFolder,Raipur
2007,6,285,21.3,12.4,93.7,68,41.2,3.2,4.1,1.7,Greenleafhopper,Ludhiana
2008,7,0,20.7,4.6,94.6,38.3,0,4.2,9,3,Yellowstemborer,Ludhiana
2007,26,54,31.8,25.8,91.3,76.4,49.2,6.3,3.3,3.9,Yellowstemborer,Cuttack
2010,25,853,30.9,24.9,88.3,61,90.4,1.8,0.2,5.3,Greenleafhopper,Maruteru
2007,40,0,31.3,24.1,91.4,68.4,29,2.9,5.4,3.7,Gallmidge,Raipur
2007,45,41,29.8,20.3,92.6,54.3,0,3,6.9,3.2,LeafFolder,Cuttack
2000,46,0,21.5,10.8,47.1,37.6,6,3.6,7,2.3,LeafBlast,Palampur
2007,25,2,31.5,24.5,88,70,55.6,10.4,2.4,6,LeafFolder,Rajendranagar
1998,40,0,32.7,21.2,92.1,50.1,4,2.8,8.7,2.8,Yellowstemborer,Ludhiana
2005,41,45,29.6,23.6,93,84.1,99.2,1.7,3.9,2.7,Gallmidge,Maruteru
1994,39,6390,32.8,21,75.7,47,0,2.1,8.5,3.8,Greenleafhopper,Rajendranagar
2010,45,0,28,19.8,94,70.6,11.8,3.7,8.1,4.4,Caseworm,Rajendranagar
2010,23,18,39.1,27.2,71.9,49,2.4,10.5,7.5,8.3,Yellowstemborer,Rajendranagar
2002,7,42,30.5,19,92,66.4,0,5.1,4.5,2.7,Caseworm,Maruteru
1997,14,1953,32.4,20.9,85.6,58,12,2.1,8.1,30.7,Greenleafhopper,Maruteru
1959,8,1,32.6,20.2,79.6,42,0,4,10.3,5.8,Gallmidge,Cuttack
1960,27,0,30.2,25.2,91,75,166.9,5.7,4.2,2.2,Gallmidge,Cuttack
2002,18,0,34.6,24.6,91.7,53.1,0,4.8,7.7,4.7,Gallmidge,Cuttack
2007,21,360,39.1,23.5,48.6,21,3,7.4,7.4,10.9,Miridbug,Ludhiana
2001,15,42,32.9,23.2,88,54.6,0,3.7,8.5,4.7,LeafFolder,Maruteru
1999,8,120,33.7,16.7,82.4,30.6,0,2.3,8.7,4.4,Yellowstemborer,Raipur
2010,15,840,40.6,24,68.9,37.9,0,4.7,9.1,7.1,Brownplanthopper,Rajendranagar
2008,24,0,30.6,24,85.7,73.3,67,1.6,0.4,4.8,Gallmidge,Maruteru
2003,30,0,29.1,22.3,90.1,70,50.2,6.7,2,3.1,LeafBlast,Rajendranagar
2003,5,176,29.1,19.3,94.4,76.6,0,3.1,5.4,2.9,Yellowstemborer,Maruteru
2007,42,334,30.8,19.4,92.3,42.1,0,1.9,9,3.5,Greenleafhopper,Raipur
1984,24,0,31.6,22.7,84,54.6,38.6,16,2.6,5.6,LeafBlast,Rajendranagar
2008,45,3673,30.6,19.7,90.6,65.4,0,1.5,7.8,2.5,Greenleafhopper,Maruteru
1998,46,0,26.4,17.6,94.3,68.9,15.4,4.1,5.3,2.8,Greenleafhopper,Raipur
2004,23,3611,33.4,25.1,83.7,64,42.2,6,5.4,5,Yellowstemborer,Maruteru
2001,33,0,29.3,22.3,85,69.6,21.4,6.8,3.4,3.7,Caseworm,Rajendranagar
1999,10,149,31.7,20,92,64.1,0,2.2,8.9,3.1,Gallmidge,Maruteru
1978,52,0,27.3,16.5,77.6,42.4,0,3.5,6.6,3.7,Yellowstemborer,Rajendranagar
2006,40,10,30.5,25.3,87.6,62.4,5,1.8,8.7,2.9,Miridbug,Maruteru
1996,17,20,37.9,26.4,86.7,42.7,9,12.5,9.6,8.6,Yellowstemborer,Cuttack
2002,26,0,31.5,25,83.3,59.1,8.6,13.1,3.9,5.4,Gallmidge,Raipur
1998,27,330,31.6,25.3,85.9,71.8,0,9.2,3.8,5.1,Gallmidge,Maruteru
2010,1,34,28.8,12.1,79.3,35.9,0,3.2,8.9,8.9,Yellowstemborer,Rajendranagar
2010,12,0,34.8,17.1,93,36.4,0,2.2,9.1,4.5,Yellowstemborer,Ludhiana
2011,51,38,27.1,17,86.5,59.5,0,0,2.7,0,LeafFolder,Maruteru
1996,45,0,30,17.6,89.9,61.7,26,3.1,8.2,3.1,Brownplanthopper,Rajendranagar
1994,26,0,33.3,23.6,79.3,49.6,16.7,13.9,6.7,5.8,LeafBlast,Rajendranagar
1999,14,1740,33.5,20.9,88,59.1,0,3.4,9.2,4.2,Miridbug,Maruteru
2002,33,75,29.5,24.6,88.3,69.6,17.6,10.8,6.8,3.9,Miridbug,Maruteru
2007,34,4,29.5,25.3,94.7,69.7,38,2.1,2.8,3.3,Gallmidge,Maruteru
1960,38,132,32.5,25.4,87.3,75,19.3,4.3,7.5,2.1,Gallmidge,Cuttack
1999,13,7,32.9,22.8,91.3,63.1,0,2.7,7.7,3.6,LeafFolder,Maruteru
2007,31,8,29.7,25.3,89.6,75,80,2.1,3.1,4,Greenleafhopper,Maruteru
2006,21,4,32.1,25.7,87.3,57,1.8,2.1,4.7,6.6,Whitebackedplanthopper,Maruteru
1994,15,0,32.9,23.2,88,55,0,2.3,8.5,32.8,Yellowstemborer,Maruteru
1981,14,2965,37.5,24.8,68.1,26.4,0,4.6,9.3,7.8,Yellowstemborer,Rajendranagar
1997,39,6,31.1,22.2,90.3,75,0,1.6,4.5,23.2,LeafFolder,Maruteru
1999,43,42,29.4,22.4,88.8,74,0,3.8,5.8,2.9,Gallmidge,Maruteru
1995,19,0,31.2,20.6,44.7,36.4,0.3,5.7,9.6,6.1,LeafBlast,Palampur
2008,2,0,29.6,12.5,90.1,29.7,0,1.8,7.5,2.8,Greenleafhopper,Raipur
1984,48,0,20.5,10.5,44.1,40.1,1.8,4.1,5,2.3,LeafBlast,Palampur
2007,40,139,31.3,24.1,91.4,68.4,29,2.9,5.4,3.7,Brownplanthopper,Raipur
2002,14,10491,32.9,21.7,87.3,60.7,0,3.8,9.6,4.3,Yellowstemborer,Maruteru
1999,23,64,37.1,25.9,85.6,52.6,0,5.9,5.9,8.5,Yellowstemborer,Maruteru
1985,17,3,40.6,25.6,46.6,14.3,0,7.1,9.4,10.3,Yellowstemborer,Rajendranagar
1995,26,0,31.7,23.3,88.3,64.3,40,7.6,2.8,4.4,Brownplanthopper,Rajendranagar
1996,23,65,36.4,26.1,84.4,57,0,3.6,6.8,42.3,Whitebackedplanthopper,Maruteru
2001,13,11129,32.1,22.4,75.3,60.2,0,2.7,8.1,4.1,Greenleafhopper,Maruteru
2008,10,0,31.9,17,73.7,30,0,3.3,8.2,5.3,Gallmidge,Raipur
2010,3,134,28.7,20.6,86.4,72.9,1.4,4.2,5,2.6,Greenleafhopper,Maruteru
1998,11,5190,32.1,21,92.1,86.3,0,2.1,5.9,5.2,Whitebackedplanthopper,Maruteru
1998,35,1075,30,22.8,80.4,67.3,23.2,5,6.8,4.2,Gallmidge,Rajendranagar
1985,46,0,30.2,13,78.3,37.4,0,4.4,9.8,4.4,LeafBlast,Rajendranagar
1997,43,18,29.7,21.5,89.7,56.1,0,2.4,5.6,3.4,Yellowstemborer,Cuttack
2009,21,84,38.2,26.8,65.6,30.7,0,9.2,8,7.4,Miridbug,Rajendranagar
2011,21,351,35.7,26.3,84.6,51.4,8.8,0,8.7,0,Gallmidge,Maruteru
2009,13,0,38,20.7,56,17.3,0,4.1,8,8,Yellowstemborer,Raipur
2010,15,0,40.6,24,68.9,37.9,0,4.7,9.1,7.1,Gallmidge,Rajendranagar
2001,25,0,33.4,23.4,74.7,47.6,8.2,9.5,8,7.2,Yellowstemborer,Rajendranagar
1999,27,0,32.8,23.7,84.6,53.7,71.9,4.9,7.2,6.4,Greenleafhopper,Rajendranagar
2004,9,5,29.4,19.9,94.5,64.3,0,2.2,9.4,3.2,LeafFolder,Maruteru
2007,43,234,27.8,22.4,87.4,77.7,15.8,2,5.9,2.9,Yellowstemborer,Maruteru
2000,20,0,36.7,25.7,62,36.4,1.6,6.7,10.9,8.9,LeafBlast,Rajendranagar
2011,50,0,30.2,14.2,83.4,49.6,0,0,0,0,LeafFolder,Rajendranagar
2009,40,1,28.6,22.8,93,79.1,45,7.5,1.9,6.5,Miridbug,Rajendranagar
1994,3,0,27.9,19.3,92,68,0.1,1.9,7.2,18.4,Yellowstemborer,Maruteru
2000,15,468,32.9,23.2,88,54.6,0,3.7,8.5,4.7,Gallmidge,Maruteru
2004,33,128,30.5,25.5,86.7,70.7,11,7.9,5.7,4.5,ZigZagleafhopper,Maruteru
2002,44,0.4,30,22.9,95.6,74,0,2.8,5.7,2.6,Gallmidge,Cuttack
2000,30,0,31.7,23.3,74.9,53,0.6,3.5,8.2,5,LeafBlast,Rajendranagar
2004,40,0,24.9,15.5,82.1,73.4,108.3,4.8,5.7,2.6,LeafBlast,Palampur
2000,3,0,29.5,12.5,84.4,46.9,0,3.2,8.4,3.9,Greenleafhopper,Raipur
2008,44,2250,31.8,15.4,90.7,28.1,0,2.5,7.7,4.1,Whitebackedplanthopper,Raipur
2007,50,0,28.6,14.8,89.1,37.3,0,3.2,7.9,4.5,Greenleafhopper,Rajendranagar
1999,41,0,34.1,16.5,90.1,28.4,0,2.4,9.5,4.5,Yellowstemborer,Ludhiana
2009,19,527,36.1,27.6,90.9,27.7,0,3,9,4.8,Brownplanthopper,Maruteru
2001,18,0,31.4,18.6,32.1,26.7,0,5.9,10.7,7,NeckBlast,Palampur
2006,6,445,29.8,18.7,89,76.1,0,3.6,8,2.9,Greenleafhopper,Maruteru
1991,16,0,23.5,11.7,40,33,10.9,6.8,9.3,5.3,LeafBlast,Palampur
2010,41,1005,30.9,24.3,83.4,52,0.8,1.6,5,2.7,ZigZagleafhopper,Maruteru
1996,34,22.4,29.3,21.9,88.9,69.1,79.2,2.7,3.1,3.2,LeafBlast,Rajendranagar
2009,17,0,42,22.9,36.3,6.7,0,4,9.4,10.8,LeafFolder,Raipur
2008,46,0,27.5,12.8,21.6,21.7,0,11,4.3,2,Yellowstemborer,Ludhiana
2005,29,136,31.7,25.9,87.4,85.6,0,4.9,6.5,3.8,Greenleafhopper,Maruteru
1998,18,1,34.4,23.9,86.3,62.6,0,4.8,10,6.7,LeafFolder,Maruteru
2008,27,0,32.8,25.9,90.4,73.4,8.6,1.7,2.4,5.1,Caseworm,Maruteru
2009,16,75,35,24.9,89.9,36.7,0,5.1,7.6,4.8,LeafFolder,Maruteru
1969,38,21,30.3,25.5,95.4,85.1,83.3,9.6,4,2.4,Gallmidge,Cuttack
2010,21,0,31.4,25.9,89.9,55.6,61,2.1,5.1,6.6,LeafFolder,Maruteru
1985,1,0,11.5,3,72,67.3,45.7,4,3.7,1.4,LeafBlast,Palampur
1999,47,0,28.8,13.8,80,36.4,0,2.5,8,3.7,Gallmidge,Rajendranagar
1984,42,44,30.8,18.9,82.7,51.4,0,3.8,9,4.7,Yellowstemborer,Rajendranagar
1996,36,35,31,24.1,94.9,75.7,70,1.8,3.6,3.5,Yellowstemborer,Raipur
2004,50,80,28.1,18.3,89,62.9,0,3.3,6.2,2.6,Whitebackedplanthopper,Maruteru
1993,10,0,33.3,18.1,61.6,24.4,0,3.5,10.8,3.5,LeafBlast,Rajendranagar
2001,12,0,29.7,14.7,79,36,0,4,8.1,4.5,LeafFolder,Ludhiana
2008,9,131,31.1,19.9,91.1,58.1,0,5.6,8.4,3.4,ZigZagleafhopper,Maruteru
2010,23,20,37.4,26.7,85.4,37.3,10,2,4.1,6,ZigZagleafhopper,Maruteru
2011,22,227,35.4,27,84.9,57.9,19.8,0,5.4,0,Brownplanthopper,Maruteru
1975,44,0,28.2,21.1,93.7,67.9,5.6,2.9,3.9,1.8,Yellowstemborer,Rajendranagar
2007,2,9,27.6,12.9,87.7,36.6,0,3.8,9.3,3.8,LeafFolder,Rajendranagar
2007,41,175,31.4,25,92.6,77.9,13.2,3.6,7.5,3.5,LeafFolder,Cuttack
1993,13,0,36.4,20.7,68.7,27,0,3.9,9.9,3.8,Greenleafhopper,Rajendranagar
1996,30,0,28.2,23.4,92.4,79.6,55.3,14.7,0.4,2.6,Gallmidge,Raipur
1993,48,0,28.6,9.2,72,29,0.5,3.1,8.7,30.4,Gallmidge,Rajendranagar
1995,18,1160,38.1,24.3,55.3,30.7,8.6,4.1,10.5,5.1,Brownplanthopper,Rajendranagar
1995,28,785,31.3,23.4,83.4,59.9,4.4,8.6,3.4,4.3,Greenleafhopper,Rajendranagar
2008,40,3000,32.6,22.1,88,68,49.4,2.5,6.9,6.2,Greenleafhopper,Rajendranagar
1995,38,0,29.3,24.9,94.6,91.3,204.9,6.8,2.1,2,Yellowstemborer,Cuttack
2007,37,3198,29.7,26.4,91.9,78.6,23,2.6,5,3.5,Brownplanthopper,Maruteru
1997,29,0,32.4,23.9,91.9,74,27.5,2,7.5,20,Miridbug,Maruteru
1998,27,40,31.6,25.3,85.9,71.8,0,9.2,3.8,5.1,Greenleafhopper,Maruteru
2007,36,1500,29.2,23.4,89.1,73,24.4,7.7,3.3,4.9,Greenleafhopper,Rajendranagar
2010,40,886,28.9,23.9,86.7,63.3,114.6,1.8,2.9,2.9,Brownplanthopper,Maruteru
2003,47,0,30.4,15.5,92.9,41.6,0,1.5,9.1,2.7,Gallmidge,Raipur
1995,50,39,27.8,17.2,91.6,65,0,1.9,5.9,18.3,Miridbug,Maruteru
2007,32,0,30.2,23.8,87.6,72.7,20.7,13.5,5.3,5.5,Yellowstemborer,Rajendranagar
2008,30,2,28.4,23.6,91.1,79.7,99.2,1.7,2,4.1,Miridbug,Maruteru
2011,34,22,32.9,26.2,93.6,70.9,4,0,5.9,0,Whitebackedplanthopper,Ludhiana
2005,11,234,31.5,22.1,91.6,61.7,0,2.3,7.9,3.4,Yellowstemborer,Maruteru
2002,26,12715,34.1,25.1,79.7,56.9,6.2,2,9,5.9,ZigZagleafhopper,Maruteru
2002,48,0,30,10.9,86.7,24.6,0,2,9.6,3.5,Gallmidge,Raipur
1979,26,0,30.1,23.2,81.9,57.1,10.6,27.6,2.7,6.3,Yellowstemborer,Rajendranagar
1999,25,0,29.9,23.4,83.6,61.1,21.4,10,3.4,5.2,NeckBlast,Rajendranagar
2009,2,0,28.4,16.1,89,43.1,0,4.4,7.7,4.5,Brownplanthopper,Rajendranagar
2009,7,295,32.9,16.8,80.6,32.1,0,3.1,9.3,6.1,Miridbug,Rajendranagar
1995,12,0,36.5,20.5,67.4,29.1,0,2.7,10.2,5.8,LeafBlast,Rajendranagar
2004,47,7196,29.6,16.9,89.6,53.7,0,2.3,9.3,3.2,Whitebackedplanthopper,Maruteru
2001,33,119,29.1,23.9,86.4,73.6,0,9,0.9,3.6,Miridbug,Maruteru
2002,21,0,39,26,57,31.4,8.1,4.8,8.4,9.2,LeafBlast,Rajendranagar
2006,52,768,25.5,20.8,90.7,70.4,0,2.7,5.2,2.6,Greenleafhopper,Maruteru
2007,8,15,26.6,19.6,86.7,53.1,0,6.4,9.9,3.2,LeafFolder,Maruteru
1995,24,97,38,26.9,81,63,0,5.1,5.1,29.5,Yellowstemborer,Maruteru
2009,8,208,30.9,19.3,84.3,36.1,0,6.4,8.5,2.7,Greenleafhopper,Maruteru
2007,29,0,35,27.9,85.9,61.4,0,6.1,7.6,5.7,Brownplanthopper,Ludhiana
2003,30,0,28.9,24.3,95,77.1,102.6,12.1,3.3,3.6,LeafFolder,Maruteru
2011,1,233,27.1,16.9,85.4,62.4,0,0,6,0,Yellowstemborer,Maruteru
1998,16,252,33.5,22.4,86.7,61.4,0,4.2,6,6.2,Brownplanthopper,Maruteru
2000,34,14962,27.5,22.1,93.3,86.3,0,7.3,0.8,2.5,Brownplanthopper,Maruteru
1999,48,0,30,12.8,86,30.9,0,1.7,9.6,3.5,Yellowstemborer,Rajendranagar
1995,34,2626,30.1,23.8,92.3,78,68,2.1,2.8,23,Whitebackedplanthopper,Maruteru
1985,18,0,40.1,24.5,36.3,14.3,0,9.3,11.4,12.8,LeafBlast,Rajendranagar
2006,30,8,28.6,25.1,92.9,81,15.8,1.7,1.1,4.1,Gallmidge,Maruteru
2000,26,0,34.6,24.3,87,57.7,54.6,7.8,5.3,6,Greenleafhopper,Raipur
2007,19,0,41.5,26,62.3,21.4,11,6.5,8.5,10.6,Greenleafhopper,Raipur
2005,20,5055,35.7,27,89,63.6,0,3.7,9.7,4.7,Yellowstemborer,Maruteru
2001,11,2,34.7,18.9,74,31.4,0,3.1,7.1,5.7,LeafFolder,Rajendranagar
2002,26,240,34.1,25.1,84.3,56.9,6.2,7.8,9,5.9,Greenleafhopper,Maruteru
1996,48,0,29,11.3,77,39.4,0,1.8,9.6,2.9,Brownplanthopper,Rajendranagar
1998,18,27,34.4,23.9,86.3,76,0,5.9,10,24.1,Miridbug,Maruteru
1999,45,0,30.6,19.9,90.3,62.3,0,4.1,8.6,2.9,Gallmidge,Maruteru
2005,21,660,34.6,27.3,81.7,45.9,0,4.8,7.4,5,Greenleafhopper,Maruteru
