Observation Year,Standard Week,Pest Value,MaxT,MinT,RH1(%),RH2(%),RF(mm),WS(kmph),SSH(hrs),EVP(mm),PEST NAME,Location
2003,17,10499,34,23.1,91.1,65.1,0,4.8,9.6,5.1,Yellowstemborer,Maruteru
1998,40,248,31.6,23.5,92.1,72.3,54.2,1.5,6.9,3,Yellowstemborer,Raipur
2008,51,0,21.2,11,16.6,16.6,0,9.8,5.1,1.3,Yellowstemborer,Ludhiana
2002,44,2080,28.9,20.8,93.7,68.4,61.4,2.2,4.2,2.7,Whitebackedplanthopper,Maruteru
2002,24,0,34.6,25.5,79.6,66.7,2.6,1.6,4.1,4.8,Caseworm,Maruteru
2011,25,1105,35.3,27.3,70.6,39,1,0,5.5,0,Yellowstemborer,Maruteru
2009,2,0,29,14.6,89.9,38.4,0,2.6,6,3,Greenleafhopper,Raipur
2010,6,5,29.8,17.4,91.3,59.3,13.3,3.6,7.8,2.9,Whitebackedplanthopper,Maruteru
2006,11,97,30.4,22,85.1,65.1,3.2,5.9,7.7,3.4,Whitebackedplanthopper,Maruteru
2001,44,1889,32.3,18.5,90,39.7,9.6,2.2,9.2,3.8,Yellowstemborer,Raipur
2004,41,1421,29.9,23.6,91.6,82.7,72.4,2.7,5.8,3.1,Brownplanthopper,Maruteru
1984,47,1,27.8,10.1,91.1,52.3,0,2.9,10.5,4.4,Yellowstemborer,Rajendranagar
2008,42,14,31.3,21.1,85,51.6,1.2,4.1,7.9,6.6,Caseworm,Rajendranagar
2007,35,320,34.1,26.6,92.3,71.3,38.2,4.3,7.7,4.3,Brownplanthopper,Ludhiana
2001,15,13575,32.9,23.2,88,54.6,0,3.7,8.5,4.7,Brownplanthopper,Maruteru
2009,20,0,40.4,25.5,58.6,32.7,16.4,6.4,8,7.9,Brownplanthopper,Rajendranagar
1996,18,0,41.3,25.4,50.1,17.3,0,4.1,10.1,8.4,Brownplanthopper,Rajendranagar
2001,15,0,35.5,21.7,58.6,22.4,26.6,6.6,6.3,8.2,LeafFolder,Ludhiana
1995,14,0,30.1,12.1,80.3,24.4,0,3.9,11.1,4.8,Yellowstemborer,Ludhiana
2007,9,0,32,16.6,77.9,27,0,4.7,9.6,5.9,Yellowstemborer,Raipur
2008,50,3,29.9,15.8,92.7,41.4,0,2.6,8.1,5.2,Caseworm,Rajendranagar
2002,3,0,31,13.3,85.1,30.9,0,1.5,9.7,3.7,LeafBlast,Rajendranagar
1988,8,0,33.2,20.1,87.4,39,27.2,4.7,10.4,5.2,LeafBlast,Rajendranagar
1998,29,0,29.6,24,93.4,86.9,164.6,8,0.9,2.3,Yellowstemborer,Cuttack
2005,48,70,27.9,18.6,79.4,59,0,1.9,4.8,2.8,Caseworm,Maruteru
2006,31,0,27.3,25,91.6,81.6,83.2,2.1,1.7,4,Miridbug,Maruteru
2002,22,0,36.2,24.7,85.1,57.9,13.6,6,8.5,5.2,Whitebackedplanthopper,Maruteru
1997,12,158,32.2,22.8,95.1,65,0,1.6,7.5,25.7,Greenleafhopper,Maruteru
2004,38,3677,31.2,24.9,89,73,11.2,3.7,5.5,3.3,Brownplanthopper,Maruteru
2000,52,0,27.2,7.9,86.3,27.4,0,2.3,9.7,3.3,Miridbug,Raipur
2000,1,0,13.8,6,100,80.7,0,2.6,2.9,0.5,Yellowstemborer,Ludhiana
2009,24,26,38.1,28.1,89,67.4,0,1.6,6.9,4.8,Greenleafhopper,Maruteru
2001,7,4,30,18.8,94.2,61.6,0,1.8,7.4,3,LeafFolder,Maruteru
2001,7,237,30,18.8,84.7,61.6,0,1.8,7.4,3,Greenleafhopper,Maruteru
1996,38,0,32.7,25.8,91.6,74.6,19.7,3.2,7.1,4.3,Yellowstemborer,Cuttack
1988,50,0,18.6,7.1,37.9,26.3,0,5,8.3,2.3,LeafBlast,Palampur
2004,21,0,32.5,17,48.7,35.6,30.3,7.4,9.7,7,LeafBlast,Palampur
2007,47,30,28,11.6,89.4,28.9,0,2.1,8.5,3.3,Yellowstemborer,Raipur
2002,25,0,32.3,23.1,81.1,62.1,33.8,9.2,3.4,5.2,LeafBlast,Rajendranagar
2000,31,185,33.6,24.1,77.1,50.7,2.7,2.6,8.3,5,Greenleafhopper,Rajendranagar
1995,2,113,26.3,19.6,91.9,69,8.2,3,3.3,19.9,LeafFolder,Maruteru
2002,25,0,31.7,24.7,78.6,64.9,6.8,12,0.8,4.2,Gallmidge,Maruteru
2005,29,56,31.7,25.9,87.6,85.6,0,4.9,6.5,3.8,Whitebackedplanthopper,Maruteru
1997,5,9,27.1,18.4,89.4,68,0,1.8,8.6,20,Greenleafhopper,Maruteru
1995,6,147,27.6,17.6,89.6,67,0,3.6,8.7,20.6,Whitebackedplanthopper,Maruteru
2001,43,11550,31.5,22.4,91.9,72.4,0,3,7,2.8,Whitebackedplanthopper,Maruteru
2002,48,105,30.6,16.9,95.6,49.3,0,2.1,9.1,2.6,Whitebackedplanthopper,Maruteru
2002,33,7,29.5,24.6,88.3,69.6,17.6,10.8,6.8,3.9,Yellowstemborer,Maruteru
2008,32,0,30,25,91.7,76.9,71.9,9.2,1.8,3.6,LeafFolder,Raipur
2004,40,4826,28.6,23.6,94,82.7,147.8,5.2,3.1,2.2,Brownplanthopper,Maruteru
1976,18,18,38.7,24.8,57.8,26.2,0,5.8,9.6,8.7,Yellowstemborer,Rajendranagar
2007,25,8593,32.1,26.9,88.6,67.5,46.6,1.8,2.9,5.3,ZigZagleafhopper,Maruteru
1997,48,0,29.9,20.6,90.3,55.4,1,3.8,7,2.6,LeafBlast,Rajendranagar
1995,9,0,29.9,13.3,88,32.9,0,2.5,9.5,3.9,Gallmidge,Raipur
2011,21,202,35.7,26.3,84.6,51.4,8.8,0,8.7,0,ZigZagleafhopper,Maruteru
2007,19,0,36.9,28.1,79,41.6,0,3,6.8,4.8,LeafFolder,Maruteru
2009,32,0,33.1,27.9,86.1,61.7,5.4,1.8,7.4,3.5,LeafFolder,Maruteru
2009,14,39,31.5,23.5,89.4,49.6,0,5.6,8,4.4,LeafFolder,Maruteru
2000,48,20,30.2,16.3,81.1,38.2,1.2,2.7,7.2,3.5,Brownplanthopper,Rajendranagar
1999,23,0,35.3,24.7,75.7,41.6,9.8,6.8,9,7.6,Greenleafhopper,Rajendranagar
2000,51,0,28.8,8.7,86,23,0,1.9,9.7,3.8,Miridbug,Raipur
2002,52,0,28.3,11.9,82.1,36.1,0,2.7,7.7,3.4,Yellowstemborer,Raipur
1992,8,0,32.7,15.9,51.3,20.7,0,3.3,9.9,6,LeafBlast,Rajendranagar
2011,43,0,29.6,23.9,89.1,58.9,90,0,4,0,Caseworm,Maruteru
2005,4,0,27.9,19.2,90.9,65.3,0,3.8,6.3,2.4,Whitebackedplanthopper,Maruteru
1995,30,0,46.2,30.1,30.4,74.6,0,7.7,5.7,14.6,Gallmidge,Raipur
2001,18,0,39.9,23.6,46.7,19.4,0,4.8,10.4,9.2,LeafFolder,Ludhiana
2008,10,0,28.4,13.5,94.4,45,0,3.9,8.2,3.3,Yellowstemborer,Ludhiana
2010,46,10,29.4,20.5,93.6,64.9,10.6,3.5,8.1,5.3,Brownplanthopper,Rajendranagar
1999,37,0,34.2,25,90.3,63.6,2.2,3.5,10.1,4.1,Yellowstemborer,Ludhiana
2002,48,1720,30.6,16.9,95.6,49.3,0,2.1,9.1,2.6,Brownplanthopper,Maruteru
2011,42,1000,32.1,24.2,84.4,38.4,0,0,8.5,0,Gallmidge,Maruteru
2007,16,1470,32.4,23.3,80.3,34.1,6.6,5.1,8.3,4.8,ZigZagleafhopper,Maruteru
2001,43,223,32.2,17.7,92.3,48.9,0,1.6,5.7,2.7,Brownplanthopper,Ludhiana
1995,26,14,38,26.9,81,63,0,5.1,5.1,33.7,Brownplanthopper,Maruteru
1998,25,1,33.4,25.2,81.9,68.4,0,10.2,2.4,4.3,LeafFolder,Maruteru
1999,33,4,30.5,24,89.6,73.1,26.2,8,2.4,3.6,Greenleafhopper,Raipur
1996,51,0,28.2,18.1,92,67,0,2.1,13.9,17.3,LeafFolder,Maruteru
2011,45,0,28.2,14.1,91,43.3,0,0,6.4,0,Greenleafhopper,Ludhiana
2002,51,0,30.9,12.4,85.3,25.9,0,2.5,9.2,3.8,Yellowstemborer,Raipur
2011,29,1,34.4,26.3,87.7,69.3,45.4,0,5.6,0,Yellowstemborer,Ludhiana
2007,26,0,28.1,25.2,91.4,80.7,95.4,2,1.8,5.5,Whitebackedplanthopper,Maruteru
1997,31,0,28.5,24.4,89.6,83.3,109.6,9.9,0.7,3.3,Greenleafhopper,Raipur
2001,24,0,30.2,22.7,84.3,64.6,96.4,9.1,2.6,3.8,Yellowstemborer,Rajendranagar
2011,41,9,30.6,24.9,85.3,53,34.8,0,6.2,0,Caseworm,Maruteru
1999,47,0,28.8,13.8,80,36.4,0,2.5,8,3.7,Greenleafhopper,Rajendranagar
2007,11,0,32.6,17.8,80.1,29.7,3,4.2,8,5.6,Greenleafhopper,Raipur
2009,45,0,25.5,12.7,93.6,45.6,1,2.7,2.4,1.6,Yellowstemborer,Ludhiana
2003,27,5,29.7,24.6,94.3,91.6,0,7.1,2.9,2.5,Brownplanthopper,Maruteru
2011,4,39,28.7,18.4,85,50.3,0,0,8.8,0,ZigZagleafhopper,Maruteru
2010,37,2,30.6,24,95,74,28,3.9,6.2,3,Greenleafhopper,Ludhiana
1993,33,10,30.2,22.1,85.3,53.3,14.2,11.5,5.9,4.4,LeafBlast,Rajendranagar
1994,25,0,32.7,24.1,76.6,45.9,3.4,14.1,5.9,6,Yellowstemborer,Rajendranagar
2005,28,41,29.6,25.9,92.1,82.6,22.8,8.1,5.2,3.7,LeafFolder,Maruteru
2002,18,55,34.7,24,89.6,58,0,4.1,9.3,5.5,Greenleafhopper,Maruteru
2011,47,153,30.4,17.6,82,44.6,0,0,7.9,0,LeafFolder,Maruteru
2009,14,0,39.9,22.5,45.4,15.4,0,4.3,8.3,9.6,Yellowstemborer,Raipur
2007,14,5700,38.8,22,74.9,19.6,0,4.8,8.8,7.4,Brownplanthopper,Rajendranagar
2000,9,0,19.4,7.2,48.6,36.8,1.8,5.5,8.6,2.6,LeafBlast,Palampur
2000,14,0,39.9,21.5,53.4,26,0,5.1,8.8,7.7,Miridbug,Raipur
2007,24,200,37.6,26.9,82.9,64.4,37,10,4.4,9,Miridbug,Ludhiana
2001,45,0,27.4,21.5,91.4,85.3,0,7.1,0.7,1.8,Gallmidge,Maruteru
2000,3,3,29.2,19.1,95.8,62,0,2.7,7.6,3.5,LeafFolder,Maruteru
2000,5,0,20.1,8.5,89.4,56.7,0,4.3,7.1,2.3,Yellowstemborer,Ludhiana
1997,41,340,29.1,20.6,88.7,72,14.9,1.6,3.9,18.8,Gallmidge,Maruteru
2006,21,8,32.1,25.7,87.3,57,1.8,2.1,4.7,6.6,LeafFolder,Maruteru
2002,31,0,30.6,25.8,95,84.3,269,7.7,1.8,2.5,Gallmidge,Cuttack
1995,11,63,31.6,20.5,89.5,62,0,5.9,9.2,23.8,Gallmidge,Maruteru
2008,51,627,28.1,18,94.1,66.3,0,2.7,6.1,2.5,Whitebackedplanthopper,Maruteru
2001,7,177,30,18.8,94.2,61.6,0,1.8,7.4,3,Miridbug,Maruteru
1998,12,0,35.1,19.2,73.4,22.3,1,4.9,9.7,7.1,Gallmidge,Raipur
2001,47,0,31.3,19.6,85.9,66.7,0,4,8.9,3.4,Brownplanthopper,Maruteru
1995,22,0,35.3,25.2,96.9,55,0,1.6,7.5,41.7,Whitebackedplanthopper,Maruteru
2009,32,180,33.1,27.9,86.1,61.7,5.4,1.8,7.4,3.5,ZigZagleafhopper,Maruteru
1999,35,30,29.1,22.7,88.3,65.4,24.6,5.1,2.5,4.4,Gallmidge,Rajendranagar
2009,32,0,32.6,23.7,75.9,56,2.5,11.2,4.5,7.8,Greenleafhopper,Rajendranagar
1992,31,5,24.4,18.7,85.3,81.7,181.3,4.1,0.8,1.7,LeafBlast,Palampur
1999,28,0,30,23.2,87.4,71.9,34.2,6.6,4.4,4.2,Brownplanthopper,Rajendranagar
1980,34,0,28.1,21.8,90.1,70.3,8.7,15.7,3.3,4.6,Yellowstemborer,Rajendranagar
1993,19,0,41.5,26.7,53.1,20.3,0,6.2,11.3,6.8,Gallmidge,Rajendranagar
1980,42,0,31,19.2,86.1,44.1,11.6,6.4,6.1,5.1,Yellowstemborer,Rajendranagar
1996,11,0,37.5,17.9,71.7,18,0,2.9,10,7,Gallmidge,Rajendranagar
1997,39,310,31.1,22.2,87.6,75,0,1.6,4.5,23.2,Gallmidge,Maruteru
1999,23,0,37.1,25.9,85.6,52.6,0,5.9,5.9,8.5,Gallmidge,Maruteru
2005,25,1228,36.7,27.4,87.3,62.3,13,9.5,7.2,7.8,ZigZagleafhopper,Maruteru
2000,46,2,30.4,13.7,79,37.3,0,2.2,10,3.8,Greenleafhopper,Rajendranagar
1963,25,0,34.4,25.4,81.6,55.9,33,6.9,4.9,5,Gallmidge,Cuttack
2009,43,24,30.3,11.3,89.1,21.4,0,2.4,9.1,3.4,Brownplanthopper,Ludhiana
1999,43,3,29.4,22.4,88.8,74,0,3.8,5.8,2.9,LeafFolder,Maruteru
1985,39,16,24.2,16.8,65.1,72,4.4,6.7,3.9,2.5,LeafBlast,Palampur
1995,41,0,34.7,19.9,84.1,37,0,2.1,9.6,3.9,Yellowstemborer,Ludhiana
1993,40,55000,32,21.3,77.9,48,15.8,1.7,8.9,4.5,Gallmidge,Rajendranagar
2010,8,697,31.4,23,92.1,53.3,16.6,6.4,7.7,3.2,Greenleafhopper,Maruteru
1999,49,80,28.7,16.6,87.7,62.9,0,3.3,7.5,2.7,Miridbug,Maruteru
2003,18,0,35,25.7,91.3,59.6,11.4,7.2,9.2,5.1,Brownplanthopper,Cuttack
2006,2,533,27.8,20.1,93.7,72,0,3,6.6,2.8,Miridbug,Maruteru
2009,14,0,38.8,21.9,67.6,23.9,10.4,4.1,8.3,7.5,Caseworm,Rajendranagar
2009,47,0,23.7,7.2,93.1,33.7,0,2,7.1,1.8,Yellowstemborer,Ludhiana
2004,46,12100,30.4,19.9,89.7,59.4,0.8,2.4,7.5,2.7,Brownplanthopper,Maruteru
2003,51,0,25.9,18.2,91.6,85.1,0,5.6,7.7,2.4,Whitebackedplanthopper,Maruteru
1967,40,89,32.4,24.1,88.4,67,26.5,7.5,6.3,3.5,Gallmidge,Cuttack
2010,3,741,28.7,20.6,89.7,72.9,1.4,1.8,5,2.6,Yellowstemborer,Maruteru
2010,27,0,29.5,21.9,87.6,81.3,96.8,12.8,5,1.6,Brownplanthopper,Rajendranagar
2002,7,0,17.7,8,48.7,44,22,4.3,7.2,2.3,LeafBlast,Palampur
1997,10,0,35.2,16,71.4,23.7,0,2,9,5,Greenleafhopper,Raipur
1997,21,448,43.7,26.1,33.6,11.9,0,6,9.9,12.7,Yellowstemborer,Raipur
1985,9,169,35.3,16,57.9,14.1,0,3.7,10.9,7,Yellowstemborer,Rajendranagar
2005,19,202,36.5,26.9,86.7,64.7,0,3.7,9.3,4.2,Greenleafhopper,Maruteru
2011,40,143,32.5,24.3,82.3,38.1,0,0,8.6,0,Yellowstemborer,Maruteru
1991,51,0,27.5,12.3,76.7,28.4,10,6.1,9.3,63.8,Yellowstemborer,Rajendranagar
2004,5,0,27.4,21.1,94.9,87.3,0,2.1,7.1,2.2,Yellowstemborer,Maruteru
1995,3,0,29,14.9,90.6,46.3,0,3.9,8.3,3.7,Gallmidge,Raipur
2000,41,833,34.1,21.6,89.7,44.1,0,1.7,8.8,4.1,Gallmidge,Raipur
1998,43,0,31.3,16.6,94,32,0,2.2,9.9,3.3,Yellowstemborer,Ludhiana
2009,39,0,30.8,25.4,88.3,68.6,39.9,2,1.7,3.3,Caseworm,Maruteru
1996,16,740,33,21.4,88.6,64,0,1.5,5.5,22.9,Brownplanthopper,Maruteru
1997,10,1072,31.3,17.8,91.9,64,0,1.5,9.1,22.9,Gallmidge,Maruteru
2002,36,2388,29.9,24.7,95.6,75.1,0,5.6,4,3.7,Greenleafhopper,Maruteru
2010,4,0,28,11.8,85.4,35.1,0,3.6,9.4,8.9,Caseworm,Rajendranagar
1998,1,0,28.7,13.9,90.7,45.9,0,3,9.2,3.7,Gallmidge,Rajendranagar
2007,15,51,34.7,24.4,87,43.6,7.4,8.7,8.3,6.8,Yellowstemborer,Cuttack
1995,21,2,28.4,22.9,9.3,54,332,4.2,0.7,39.8,Brownplanthopper,Maruteru
2005,16,30,34.6,24.4,88.3,63.7,0,3.8,8.5,4.4,Gallmidge,Maruteru
2007,4,0,29.8,10.4,83.3,22.4,0,2.2,9,3.8,Greenleafhopper,Raipur
2007,18,0,39.3,25.4,73,32,31,5.6,9,8.9,Gallmidge,Rajendranagar
1995,27,0,32.6,23.5,82.7,53.3,114.2,8.4,6,5.1,Yellowstemborer,Rajendranagar
2000,34,89,28,23,91.4,76.6,164.9,5.9,2,3.4,Yellowstemborer,Rajendranagar
2007,42,9,30.8,18.8,88.7,54,2.8,2.5,7.6,5.6,Caseworm,Rajendranagar
2009,26,0,34.4,25,73,45.6,0,12,6,7.5,Miridbug,Rajendranagar
1998,33,37,30.6,23.5,92.7,89.1,0,7.3,4.6,4.2,Greenleafhopper,Maruteru
2001,1,0,25.6,10.9,84.3,40.6,11.2,3,7.7,2.9,Gallmidge,Raipur
1996,15,1320,33.4,21.9,88.3,62,0,1.5,8.5,24.4,Brownplanthopper,Maruteru
2008,11,994,31.6,21.1,88.3,50.3,0,1.4,7.1,3.4,Yellowstemborer,Maruteru
2009,15,12,33.3,22.9,88.7,36,0,5.9,7.8,4.7,ZigZagleafhopper,Maruteru
2000,44,671,30,21,88.9,72.9,0,3.7,5.6,2.4,LeafFolder,Maruteru
2007,38,158,25,24.7,90,89.6,125.6,1.9,0.9,3.4,Greenleafhopper,Maruteru
2003,49,0,28.6,10.7,92.3,29.9,0,1.5,9.1,2.6,Yellowstemborer,Raipur
1988,27,0,25.7,19.9,86.4,80.1,214,4.5,3.8,2.5,LeafBlast,Palampur
2009,50,0,21.6,8.8,91.7,41.4,0,1.5,5.1,1.6,Yellowstemborer,Ludhiana
1993,52,0,26.9,10.6,83.4,36.5,0,3.1,8.9,2.9,Gallmidge,Rajendranagar
2011,22,0,36.3,24.1,73,45.9,32.8,0,10.5,0,Gallmidge,Ludhiana
1994,31,0,30.2,24.8,90,76,51.3,5.6,3.3,28,Brownplanthopper,Maruteru
1995,22,2008,38.9,18.3,43.7,10,0,5.1,10,9,Yellowstemborer,Raipur
2007,36,15700,32.7,24.5,94.4,74.9,16.1,4.3,5.3,2.9,Greenleafhopper,Ludhiana
2009,36,804,30.9,25.5,91.3,66,84,2.6,4.4,3.7,Greenleafhopper,Maruteru
2008,6,0,24.5,16.6,87.7,62.3,10,3.7,2.3,2.1,Yellowstemborer,Raipur
2007,5,0,24.1,9.2,98.4,55.4,10,2.4,6.6,2,Brownplanthopper,Ludhiana
2007,33,0,30.4,23.2,85.3,59.4,5,8.8,5.3,6.8,Brownplanthopper,Rajendranagar
2001,33,0,33.6,26.4,93.6,70.9,28.3,2.9,8.1,4.5,Greenleafhopper,Ludhiana
1999,46,510,29.8,12,90.3,40.3,0,2,9.7,3.6,Yellowstemborer,Raipur
2001,32,0,28.5,22.3,88.1,76.1,93.2,5.6,2.3,3.6,Caseworm,Rajendranagar
2006,23,0,34.1,26.8,86,59.6,1.4,2,6.3,6,Miridbug,Maruteru
2011,3,0,28.9,18.3,82.3,44.3,0,0,7.7,0,Whitebackedplanthopper,Maruteru
1999,32,1,30.7,24.3,84.3,67,0,9.4,4.7,4.2,Yellowstemborer,Maruteru
2000,38,23.26,30.9,22.6,87.4,63.9,35.6,1.9,6.5,4,LeafBlast,Rajendranagar
2008,39,160,31.9,23.4,87.7,72.1,0.2,2,7.2,3.3,ZigZagleafhopper,Maruteru
2007,46,8,27.6,11.2,96.1,35,0,1.7,3.6,1.9,Caseworm,Ludhiana
1997,30,33,31.9,24.3,92.3,78,22.6,6.7,7.3,28.6,Greenleafhopper,Maruteru
2006,10,1,31.6,21.8,90.9,58.4,1.6,6,7.7,3.3,LeafFolder,Maruteru
2001,3,0,27.9,19.3,92.1,68.1,0,2.7,7.2,2.6,Whitebackedplanthopper,Maruteru
1993,17,0,39.6,24.6,56.7,25.1,8.8,3.8,9.9,4.2,LeafBlast,Rajendranagar
2011,36,9,31.5,25.3,92.7,81.7,52.5,0,1,0,Whitebackedplanthopper,Ludhiana
2000,7,0,18.7,6.5,96.3,50.7,5.4,2.9,7.4,1.9,Yellowstemborer,Ludhiana
2002,39,150,33,24.9,86.7,69.9,0,3.7,7.6,3.8,Gallmidge,Maruteru
1995,47,0,29.6,18.2,90.6,50.1,144,2.3,7,3,Brownplanthopper,Rajendranagar
1995,42,1125,39.1,22.2,93.7,74,93,1.8,4.5,19.5,LeafFolder,Maruteru
1962,50,0,27.8,12.3,89.3,45.6,0,2.3,9.7,3.4,Gallmidge,Cuttack
1993,47,0,30.9,14.3,81.7,39.6,0,2.7,10,3.7,Yellowstemborer,Rajendranagar
1998,48,0,28.9,12.7,86.7,39.7,0,1.6,9.7,3,Brownplanthopper,Rajendranagar
2007,7,2,30.6,16.1,82,33.6,0,4,8.4,4.2,Caseworm,Rajendranagar
1999,7,0,31.6,15.2,85.3,28.4,0,3.5,10.2,4.9,LeafBlast,Rajendranagar
1994,52,98,26,15.8,92,70,90.6,2.5,0,17.1,Yellowstemborer,Maruteru
1988,41,0,25.6,13.2,46.1,33.1,0,5.1,10.6,4.2,LeafBlast,Palampur
2003,33,0,29.4,23.9,94.1,79.6,102.8,9.8,1.1,3.4,Gallmidge,Raipur
2010,49,8,26.1,20.1,89,76.9,107,2.1,1.6,2.8,LeafFolder,Maruteru
2009,17,0,42,22.9,36.3,6.7,0,4,9.4,10.8,Caseworm,Raipur
1995,46,0,30.2,15,89.9,40.6,4,2.1,9,3.8,Greenleafhopper,Rajendranagar
2011,28,0,34.1,27.2,88.6,59.1,24,0,5.9,0,Yellowstemborer,Ludhiana
1965,51,0,27.3,12.6,87.6,41.3,0.4,2.9,8.8,4.1,Gallmidge,Cuttack
2003,1,175,27.7,19.5,90.6,68.6,0,4.2,3.7,2.4,Brownplanthopper,Maruteru
1995,24,3,35.3,25.2,96.9,55,0,3,7.5,41.7,Brownplanthopper,Maruteru
2002,50,510,29.1,18,90.3,54.9,0,3,3.8,2.3,Greenleafhopper,Maruteru
2002,25,0,31.7,24.7,78.6,64.9,6.8,12,0.8,4.2,Miridbug,Maruteru
2007,11,0,32.6,17.8,80.1,29.7,3,4.2,8,5.6,Brownplanthopper,Raipur
2000,23,0,34.9,26.1,77.3,54.6,37.6,10.5,3.7,7.6,Caseworm,Raipur
2007,34,850,34,27,88,71.9,29,4.3,6.7,4.4,Brownplanthopper,Ludhiana
2009,37,1520,33.1,26,83.9,60,6.9,2.6,6.6,3.5,Brownplanthopper,Maruteru
2011,26,0,34.6,25.9,76.6,43.4,13.4,0,3.7,0,Caseworm,Maruteru
1996,36,22950,28.7,21.9,94.9,76.4,54.2,1.2,2.5,2.9,Greenleafhopper,Rajendranagar
1984,35,30,30.9,21.9,80.4,52.7,4.3,17.8,6.2,7.3,Yellowstemborer,Rajendranagar
2007,51,3,28,21.1,82.4,56.3,2.6,2.7,5.4,2.5,LeafFolder,Maruteru
2011,49,0,30.5,12.9,84.3,33.4,0,0,0,0,Gallmidge,Rajendranagar
1996,49,0,28.3,13.9,75.6,45.7,0,1.9,6.1,2.6,Yellowstemborer,Rajendranagar
2000,31,8,32.1,25.4,89.7,80.7,0,9.4,7.4,4.7,Yellowstemborer,Maruteru
2011,13,3600,31.7,22.7,88.1,35,0,0,7.4,0,Brownplanthopper,Maruteru
2007,24,14,34.5,27.1,81.6,53.4,72.8,1.6,7.6,4.8,Gallmidge,Maruteru
1999,34,501,30.3,23.4,87,63.6,15.3,3.3,5,4.1,Greenleafhopper,Rajendranagar
2002,16,0,33.6,22.7,86.9,55.7,0,5.1,10.4,5.1,Caseworm,Maruteru
2009,34,198,29.4,23.9,88.6,79.3,47.2,2.1,2.6,3.3,Greenleafhopper,Maruteru
1987,28,0,29.7,22.7,83.6,59,75.1,14.9,4.3,6,LeafBlast,Rajendranagar
2007,26,6,28.2,23.4,90.4,77.3,57.1,15.2,0.9,4,LeafFolder,Rajendranagar
2006,24,18,36.1,27.7,88.7,53.9,0,1.6,8.1,4.8,Brownplanthopper,Maruteru
1996,17,13210,34.1,22.9,88.3,58,0,2.7,8.8,35.2,Greenleafhopper,Maruteru
2007,18,0,41,25.6,51.6,24,0,6.3,7.9,10.4,Caseworm,Raipur
2009,12,894,35.4,20.1,68.4,25.3,0,3.8,6.1,7.2,Miridbug,Rajendranagar
2009,40,110,29.3,25.1,87.7,66.7,25,1.8,3.8,2.9,Gallmidge,Maruteru
2005,39,2030,29.8,24.9,91.1,79.1,13,2,4.4,3.3,Whitebackedplanthopper,Maruteru
1997,40,1471,31.8,19.8,88.7,44.6,6.2,1.4,8,4.1,Yellowstemborer,Rajendranagar
2007,28,477,30.8,26.1,91.6,72.4,51.4,2.3,3,4.2,ZigZagleafhopper,Maruteru
2001,14,0,32.7,14.3,82.1,20.3,1,4,11.6,6,LeafFolder,Ludhiana
2002,30,1,33.4,25.6,82.4,54.9,0,11.5,5.9,7.1,Yellowstemborer,Raipur
2002,22,0,36.2,24.7,85.1,57.9,13.6,6,8.5,5.2,LeafFolder,Maruteru
2002,14,625,32.9,21.7,87.3,60.7,0,3.8,9.6,4.3,LeafFolder,Maruteru
1998,10,0,35.5,20.9,71.6,32.3,0,2.5,9.2,6.6,Gallmidge,Rajendranagar
2000,26,0,29.9,23,80.4,62.6,66.9,4.7,1.5,4.2,LeafBlast,Rajendranagar
1981,36,620,29.8,22.4,95.3,75.4,114.2,4.9,3.9,2.7,Yellowstemborer,Rajendranagar
1984,12,0,16.1,4.8,71.1,72.4,0,5,4.6,1.3,LeafBlast,Palampur
2002,50,0,29.7,12.4,89.3,31.3,0,1.7,8.8,3.1,Yellowstemborer,Raipur
1997,34,129,30.8,23,94.4,78,45.2,5.3,5.1,23,Gallmidge,Maruteru
2000,17,0,40.7,24,38.1,18.1,2.6,3.3,10.7,9.6,Brownplanthopper,Rajendranagar
1986,9,280,31.9,16.9,65.1,34.6,0,6.7,11.1,6.6,Yellowstemborer,Rajendranagar
2007,7,2,16.5,8.8,96.1,75.6,52.4,3,3.2,1,Caseworm,Ludhiana
2011,14,5,31.3,24.3,87.4,37.9,0,0,7.6,0,Caseworm,Maruteru
2008,27,82,32.8,25.9,89,73.4,8.6,1.7,2.4,5.1,Greenleafhopper,Maruteru
2008,20,0,43,26.8,31.6,13.1,0.6,7.2,7.8,12.7,LeafFolder,Raipur
1999,13,0,38.2,17.9,60.6,15.6,0,2.6,10.7,7.9,LeafBlast,Rajendranagar
2006,40,2260,30.5,25.3,87.6,62.4,5,1.8,8.7,2.9,ZigZagleafhopper,Maruteru
1994,10,0,36.2,19.3,66.1,22.9,0,4.1,11.2,3.7,LeafBlast,Rajendranagar
1992,52,0,28.2,12.6,81.3,34.8,31.7,11.3,5.6,48,Yellowstemborer,Rajendranagar
2009,33,0,31.5,23.3,81.1,55.3,41.6,4.7,4.2,6.8,Caseworm,Rajendranagar
2008,32,1,32.6,26.2,90.7,76.4,108.8,4.8,5.3,3.2,Brownplanthopper,Ludhiana
2007,30,85,30.5,26.7,90.4,78.4,12.1,1.7,4.7,4.1,ZigZagleafhopper,Maruteru
1998,43,0,31,19.3,92.7,51.1,1.4,1.4,8.7,3.1,LeafBlast,Rajendranagar
2010,12,12,31,22.9,92.1,61.3,0,5.4,7,3.7,LeafFolder,Maruteru
